YEAR,STATE,EVTYPE,COUNT,FATALITIES
2010,alabama,FLASH FLOOD,97,0
2010,alabama,THUNDERSTORM / THUNDERSTORM WIND,459,0
2010,missouri,HAIL,573,0
2010,arkansas,HAIL,277,0
2010,arkansas,THUNDERSTORM / THUNDERSTORM WIND,265,0
2010,maine,FLOOD,55,0
2010,vermont,FLOOD,31,0
2010,louisiana,THUNDERSTORM / THUNDERSTORM WIND,200,0
2010,texas,HAIL,949,0
2010,virginia,FLASH FLOOD,237,1
2010,texas,FLOOD,76,3
2010,california,FLASH FLOOD,74,2
2010,california,THUNDERSTORM / THUNDERSTORM WIND,29,1
2010,illinois,FLOOD,105,1
2010,missouri,FLOOD,173,1
2010,indiana,FLOOD,50,0
2010,west virginia,FLOOD,33,2
2010,pennsylvania,FLOOD,84,1
2010,massachusetts,FLOOD,38,0
2010,wisconsin,BLIZZARD / WINTER STORM,34,0
2010,georgia,THUNDERSTORM / THUNDERSTORM WIND,490,0
2010,georgia,FLASH FLOOD,35,0
2010,south carolina,FLASH FLOOD,31,0
2010,south carolina,THUNDERSTORM / THUNDERSTORM WIND,630,0
2010,new york,FLOOD,114,0
2010,florida,FLASH FLOOD,28,0
2010,kentucky,FLOOD,160,0
2010,north carolina,FLASH FLOOD,236,1
2010,iowa,COLD AND WINDCHILL,18,0
2010,kentucky,ICE / SNOW / FROST,113,0
2010,kansas,BLIZZARD / WINTER STORM,28,0
2010,minnesota,COLD AND WINDCHILL,16,0
2010,new york,FLASH FLOOD,98,1
2010,california,FLOOD,59,2
2010,maryland,FLOOD,28,0
2010,texas,THUNDERSTORM / THUNDERSTORM WIND,547,0
2010,oregon,WIND,96,2
2010,washington,LANDSLIDE / MUDSLIDE / ROCK SLIDE,6,0
2010,california,RAIN OR WET,45,0
2010,florida,FLOOD,13,0
2010,nevada,FLASH FLOOD,27,0
2010,kentucky,RAIN OR WET,62,0
2010,arizona,FLASH FLOOD,90,1
2010,nevada,RAIN OR WET,3,0
2010,texas,TORNADO,145,0
2010,north carolina,FLOOD,50,10
2010,iowa,FLOOD,466,0
2010,florida,RAIN OR WET,42,0
2010,washington,FLOOD,9,0
2010,new mexico,FLOOD,3,0
2010,arizona,FLOOD,16,0
2010,idaho,FLOOD,12,0
2010,mississippi,FLASH FLOOD,135,1
2010,hawaii,RAIN OR WET,58,0
2010,indiana,RAIN OR WET,22,0
2010,louisiana,LIGHTNING,27,1
2010,arkansas,FLASH FLOOD,124,22
2010,louisiana,FLOOD,4,0
2010,mississippi,HAIL,290,0
2010,california,TORNADO,14,0
2010,florida,HAIL,82,0
2010,tennessee,TORNADO,57,1
2010,tennessee,THUNDERSTORM / THUNDERSTORM WIND,524,0
2010,delaware,FLOOD,7,0
2010,new jersey,THUNDERSTORM / THUNDERSTORM WIND,135,1
2010,arizona,THUNDERSTORM / THUNDERSTORM WIND,112,0
2010,pennsylvania,FLASH FLOOD,53,1
2010,tennessee,FLASH FLOOD,139,6
2010,iowa,FOG,20,0
2010,illinois,BLIZZARD / WINTER STORM,59,0
2010,south carolina,WIND,18,0
2010,maryland,BLIZZARD / WINTER STORM,35,0
2010,north carolina,BLIZZARD / WINTER STORM,50,0
2010,kentucky,WINTER WEATHER,167,0
2010,arizona,RAIN OR WET,63,0
2010,maryland,ICE / SNOW / FROST,16,0
2010,texas,FLASH FLOOD,340,11
2010,oklahoma,HAIL,396,0
2010,utah,BLIZZARD / WINTER STORM,122,0
2010,montana,BLIZZARD / WINTER STORM,151,0
2010,pennsylvania,ICE / SNOW / FROST,25,0
2010,texas,WINTER WEATHER,39,0
2010,arizona,WIND,51,0
2010,new mexico,WINTER WEATHER,5,0
2010,south carolina,BLIZZARD / WINTER STORM,20,0
2010,wisconsin,ICE / SNOW / FROST,30,0
2010,california,ICE / SNOW / FROST,76,0
2010,kansas,ICE / SNOW / FROST,14,0
2010,kentucky,FLASH FLOOD,219,6
2010,kentucky,HAIL,146,0
2010,tennessee,HAIL,167,0
2010,california,HAIL,22,0
2010,alabama,HAIL,177,0
2010,new jersey,FLOOD,70,0
2010,connecticut,FLASH FLOOD,7,0
2010,illinois,LIGHTNING,39,1
2010,mississippi,THUNDERSTORM / THUNDERSTORM WIND,489,0
2010,vermont,FLASH FLOOD,4,0
2010,maine,FLASH FLOOD,12,0
2010,new york,ICE / SNOW / FROST,69,2
2010,louisiana,COLD AND WINDCHILL,4,0
2010,north dakota,COLD AND WINDCHILL,6,0
2010,new mexico,WIND,155,0
2010,south dakota,BLIZZARD / WINTER STORM,79,0
2010,utah,WINTER WEATHER,41,0
2010,west virginia,ICE / SNOW / FROST,56,0
2010,california,WIND,204,2
2010,colorado,WINTER WEATHER,202,0
2010,kentucky,BLIZZARD / WINTER STORM,13,0
2010,north carolina,ICE / SNOW / FROST,68,0
2010,west virginia,FLASH FLOOD,55,1
2010,massachusetts,WIND,73,0
2010,massachusetts,ICE / SNOW / FROST,21,0
2010,idaho,WIND,35,0
2010,oregon,ICE / SNOW / FROST,94,0
2010,virginia,WIND,55,0
2010,georgia,HAIL,199,0
2010,north carolina,WIND,49,1
2010,colorado,BLIZZARD / WINTER STORM,175,0
2010,tennessee,ICE / SNOW / FROST,66,0
2010,mississippi,BLIZZARD / WINTER STORM,15,0
2010,indiana,BLIZZARD / WINTER STORM,35,0
2010,south carolina,WINTER WEATHER,14,0
2010,illinois,COLD AND WINDCHILL,13,17
2010,massachusetts,COASTAL FLOOD OR EROSION / TIDE,19,0
2010,virginia,FLOOD,69,0
2010,south carolina,FLOOD,12,0
2010,michigan,ICE / SNOW / FROST,53,0
2010,georgia,FLOOD,2,0
2010,new hampshire,FLOOD,45,0
2010,indiana,WINTER WEATHER,27,0
2010,arkansas,BLIZZARD / WINTER STORM,32,0
2010,south carolina,COASTAL FLOOD OR EROSION / TIDE,4,0
2010,nebraska,WIND,64,1
2010,washington,WIND,103,0
2010,alaska,ICE / SNOW / FROST,41,0
2010,illinois,WINTER WEATHER,98,0
2010,idaho,ICE / SNOW / FROST,71,0
2010,new jersey,COASTAL FLOOD OR EROSION / TIDE,19,0
2010,south carolina,ICE / SNOW / FROST,30,0
2010,wyoming,BLIZZARD / WINTER STORM,85,0
2010,north carolina,RAIN OR WET,54,0
2010,alaska,WIND,65,0
2010,alaska,BLIZZARD / WINTER STORM,102,0
2010,alaska,COLD AND WINDCHILL,8,0
2010,tennessee,WIND,32,0
2010,virginia,ICE / SNOW / FROST,47,0
2010,idaho,AVALANCHE,3,3
2010,georgia,COASTAL FLOOD OR EROSION / TIDE,2,0
2010,new mexico,ICE / SNOW / FROST,106,0
2010,michigan,WINTER WEATHER,51,0
2010,florida,MARINE WIND / SWELL / SURF,34,16
2010,kansas,WIND,30,0
2010,montana,WIND,189,0
2010,mississippi,TORNADO,58,13
2010,washington,ICE / SNOW / FROST,58,0
2010,alabama,FLOOD,13,0
2010,georgia,TORNADO,15,0
2010,oklahoma,LIGHTNING,7,0
2010,wyoming,WIND,254,0
2010,mississippi,RAIN OR WET,11,0
2010,arkansas,FLOOD,32,0
2010,california,WINTER WEATHER,25,0
2010,kentucky,THUNDERSTORM / THUNDERSTORM WIND,480,1
2010,alabama,TORNADO,52,0
2010,north dakota,ICE / SNOW / FROST,36,0
2010,kansas,COLD AND WINDCHILL,2,0
2010,kentucky,LIGHTNING,13,2
2010,colorado,FLOOD,4,0
2010,louisiana,FLASH FLOOD,35,0
2010,illinois,ICE / SNOW / FROST,25,0
2010,arizona,ICE / SNOW / FROST,24,0
2010,maryland,WINTER WEATHER,23,1
2010,wyoming,AVALANCHE,8,3
2010,ohio,WINTER WEATHER,8,0
2010,oklahoma,BLIZZARD / WINTER STORM,42,0
2010,nebraska,COLD AND WINDCHILL,13,0
2010,oregon,AVALANCHE,1,1
2010,nevada,ICE / SNOW / FROST,38,0
2010,oklahoma,COLD AND WINDCHILL,1,0
2010,missouri,WINTER WEATHER,31,0
2010,rhode island,WIND,10,0
2010,connecticut,WIND,31,2
2010,wisconsin,WINTER WEATHER,28,0
2010,iowa,BLIZZARD / WINTER STORM,83,0
2010,texas,ICE / SNOW / FROST,94,0
2010,california,COASTAL FLOOD OR EROSION / TIDE,2,0
2010,maine,ICE / SNOW / FROST,22,0
2010,nebraska,BLIZZARD / WINTER STORM,39,0
2010,delaware,ICE / SNOW / FROST,5,0
2010,maine,WIND,47,0
2010,oklahoma,WINTER WEATHER,26,0
2010,california,MARINE WIND / SWELL / SURF,8,10
2010,iowa,WINTER WEATHER,111,0
2010,new jersey,WINTER WEATHER,36,0
2010,maryland,WIND,17,0
2010,colorado,WIND,42,0
2010,north dakota,BLIZZARD / WINTER STORM,24,0
2010,north carolina,WINTER WEATHER,42,1
2010,georgia,WIND,10,0
2010,mississippi,WINTER WEATHER,17,0
2010,oklahoma,ICE / SNOW / FROST,14,0
2010,missouri,BLIZZARD / WINTER STORM,28,0
2010,south dakota,WINTER WEATHER,31,0
2010,georgia,WINTER WEATHER,59,0
2010,arkansas,WINTER WEATHER,30,0
2010,maryland,COASTAL FLOOD OR EROSION / TIDE,7,0
2010,colorado,AVALANCHE,26,8
2010,california,BLIZZARD / WINTER STORM,110,0
2010,arizona,DUST STORM / DEVIL,26,0
2010,idaho,COLD AND WINDCHILL,5,0
2010,texas,COASTAL FLOOD OR EROSION / TIDE,3,0
2010,ohio,ICE / SNOW / FROST,23,0
2010,missouri,ICE / SNOW / FROST,12,0
2010,wisconsin,COLD AND WINDCHILL,9,1
2010,minnesota,WINTER WEATHER,21,0
2010,louisiana,COASTAL FLOOD OR EROSION / TIDE,17,0
2010,iowa,ICE / SNOW / FROST,30,0
2010,delaware,COASTAL FLOOD OR EROSION / TIDE,4,0
2010,new hampshire,ICE / SNOW / FROST,13,0
2010,kansas,WINTER WEATHER,28,0
2010,florida,ICE / SNOW / FROST,59,0
2010,texas,WILDFIRE,34,0
2010,west virginia,WIND,7,0
2010,south dakota,COLD AND WINDCHILL,12,0
2010,utah,WIND,55,0
2010,michigan,BLIZZARD / WINTER STORM,21,0
2010,west virginia,WINTER WEATHER,16,0
2010,west virginia,BLIZZARD / WINTER STORM,34,0
2010,arizona,BLIZZARD / WINTER STORM,15,0
2010,utah,FOG,22,0
2010,colorado,FOG,22,0
2010,nevada,WINTER WEATHER,6,0
2010,minnesota,BLIZZARD / WINTER STORM,109,0
2010,louisiana,WIND,8,0
2010,delaware,WIND,13,0
2010,north carolina,LANDSLIDE / MUDSLIDE / ROCK SLIDE,3,0
2010,texas,WIND,174,0
2010,vermont,WIND,17,0
2010,kansas,FOG,3,0
2010,idaho,WINTER WEATHER,3,0
2010,new york,WINTER WEATHER,23,0
2010,pennsylvania,WIND,31,0
2010,south dakota,FOG,1,0
2010,arizona,WINTER WEATHER,3,0
2010,tennessee,WINTER WEATHER,90,0
2010,nevada,WIND,97,0
2010,alabama,WINTER WEATHER,68,0
2010,florida,WINTER WEATHER,11,0
2010,delaware,WINTER WEATHER,11,0
2010,indiana,ICE / SNOW / FROST,45,0
2010,new jersey,WIND,50,1
2010,arkansas,ICE / SNOW / FROST,9,0
2010,new york,WIND,75,2
2010,pennsylvania,COASTAL FLOOD OR EROSION / TIDE,6,0
2010,pennsylvania,WINTER WEATHER,30,0
2010,minnesota,ICE / SNOW / FROST,51,0
2010,alabama,BLIZZARD / WINTER STORM,6,2
2010,minnesota,WIND,41,0
2010,montana,AVALANCHE,2,1
2010,virginia,BLIZZARD / WINTER STORM,63,0
2010,illinois,FOG,12,0
2010,florida,COLD AND WINDCHILL,3,2
2010,louisiana,ICE / SNOW / FROST,8,0
2010,new york,LANDSLIDE / MUDSLIDE / ROCK SLIDE,1,0
2010,new jersey,BLIZZARD / WINTER STORM,24,1
2010,california,FOG,11,0
2010,south dakota,ICE / SNOW / FROST,17,0
2010,tennessee,BLIZZARD / WINTER STORM,15,1
2010,pennsylvania,BLIZZARD / WINTER STORM,40,0
2010,georgia,ICE / SNOW / FROST,48,0
2010,south dakota,WIND,64,0
2010,wisconsin,FOG,32,0
2010,montana,COLD AND WINDCHILL,4,0
2010,california,LANDSLIDE / MUDSLIDE / ROCK SLIDE,10,0
2010,montana,ICE / SNOW / FROST,34,0
2010,hawaii,MARINE WIND / SWELL / SURF,32,0
2010,missouri,COLD AND WINDCHILL,2,0
2010,alabama,LANDSLIDE / MUDSLIDE / ROCK SLIDE,1,0
2010,nebraska,ICE / SNOW / FROST,8,0
2010,nebraska,WINTER WEATHER,21,0
2010,kentucky,COLD AND WINDCHILL,2,1
2010,texas,COLD AND WINDCHILL,3,0
2010,utah,AVALANCHE,5,5
2010,nevada,BLIZZARD / WINTER STORM,10,0
2010,idaho,BLIZZARD / WINTER STORM,14,0
2010,connecticut,WINTER WEATHER,4,0
2010,georgia,WILDFIRE,19,0
2010,new york,COLD AND WINDCHILL,2,0
2010,vermont,WINTER WEATHER,15,0
2010,north dakota,WINTER WEATHER,11,0
2010,vermont,ICE / SNOW / FROST,8,0
2010,pennsylvania,COLD AND WINDCHILL,1,0
2010,mississippi,ICE / SNOW / FROST,8,0
2010,kentucky,FOG,10,0
2010,new jersey,ICE / SNOW / FROST,15,0
2010,montana,WINTER WEATHER,8,0
2010,virginia,WINTER WEATHER,26,0
2010,vermont,BLIZZARD / WINTER STORM,17,0
2010,texas,DROUGHT,11,0
2010,wyoming,COLD AND WINDCHILL,4,0
2010,indiana,FOG,5,0
2010,vermont,COLD AND WINDCHILL,1,0
2010,maine,BLIZZARD / WINTER STORM,8,0
2010,hawaii,DROUGHT,17,0
2010,arkansas,COLD AND WINDCHILL,2,0
2010,missouri,FOG,6,0
2010,utah,DROUGHT,11,0
2010,montana,FOG,15,0
2010,mississippi,COLD AND WINDCHILL,1,0
2010,new york,BLIZZARD / WINTER STORM,19,0
2010,tennessee,COLD AND WINDCHILL,3,4
2010,texas,BLIZZARD / WINTER STORM,4,0
2010,colorado,DROUGHT,12,0
2010,wisconsin,DROUGHT,17,0
2010,massachusetts,WINTER WEATHER,4,0
2010,georgia,BLIZZARD / WINTER STORM,10,0
2010,new hampshire,COASTAL FLOOD OR EROSION / TIDE,5,0
2010,alabama,LIGHTNING,47,3
2010,arkansas,FOG,1,0
2010,missouri,FLASH FLOOD,318,2
2010,mississippi,FLOOD,1,0
2010,north carolina,COASTAL FLOOD OR EROSION / TIDE,2,0
2010,indiana,COLD AND WINDCHILL,1,1
2010,new hampshire,WIND,27,1
2010,washington,AVALANCHE,4,1
2010,california,TSUNAMI,4,0
2010,georgia,LIGHTNING,112,3
2010,ohio,BLIZZARD / WINTER STORM,25,0
2010,connecticut,ICE / SNOW / FROST,16,0
2010,south carolina,LIGHTNING,22,0
2010,mississippi,COASTAL FLOOD OR EROSION / TIDE,4,0
2010,arizona,HAIL,45,0
2010,alabama,ICE / SNOW / FROST,24,0
2010,maine,COASTAL FLOOD OR EROSION / TIDE,5,0
2010,delaware,BLIZZARD / WINTER STORM,9,2
2010,wyoming,ICE / SNOW / FROST,43,0
2010,alabama,WIND,7,0
2010,florida,BLIZZARD / WINTER STORM,1,0
2010,new hampshire,MARINE WIND / SWELL / SURF,1,0
2010,louisiana,BLIZZARD / WINTER STORM,1,0
2010,massachusetts,BLIZZARD / WINTER STORM,11,0
2010,louisiana,WINTER WEATHER,5,0
2010,oregon,MARINE WIND / SWELL / SURF,6,0
2010,rhode island,BLIZZARD / WINTER STORM,2,0
2010,maine,MARINE WIND / SWELL / SURF,1,0
2010,south carolina,HAIL,179,0
2010,minnesota,FLOOD,133,0
2010,iowa,FLASH FLOOD,291,1
2010,arkansas,TORNADO,56,6
2010,ohio,FLASH FLOOD,58,1
2010,indiana,HAIL,108,0
2010,rhode island,FLOOD,11,0
2010,illinois,RAIN OR WET,15,0
2010,georgia,RAIN OR WET,9,0
2010,nebraska,FLOOD,114,1
2010,missouri,THUNDERSTORM / THUNDERSTORM WIND,582,0
2010,illinois,HAIL,294,0
2010,ohio,HAIL,339,0
2010,south carolina,TORNADO,27,0
2010,tennessee,RAIN OR WET,4,0
2010,missouri,TORNADO,83,5
2010,north carolina,HAIL,155,0
2010,north carolina,LIGHTNING,80,2
2010,tennessee,LIGHTNING,24,0
2010,indiana,THUNDERSTORM / THUNDERSTORM WIND,550,1
2010,south dakota,FLOOD,182,0
2010,west virginia,HAIL,81,0
2010,minnesota,FLASH FLOOD,99,0
2010,north dakota,FLOOD,35,0
2010,iowa,LIGHTNING,37,0
2010,oklahoma,TORNADO,123,3
2010,pennsylvania,LIGHTNING,14,0
2010,new jersey,HAIL,30,0
2010,north carolina,TORNADO,30,0
2010,oklahoma,THUNDERSTORM / THUNDERSTORM WIND,293,0
2010,kansas,THUNDERSTORM / THUNDERSTORM WIND,710,0
2010,new jersey,RAIN OR WET,2,0
2010,virginia,HAIL,197,0
2010,north dakota,FLASH FLOOD,34,0
2010,kansas,HAIL,1105,0
2010,maryland,RAIN OR WET,9,0
2010,virginia,RAIN OR WET,100,0
2010,virginia,THUNDERSTORM / THUNDERSTORM WIND,1046,0
2010,texas,LIGHTNING,42,2
2010,texas,RAIN OR WET,44,0
2010,nebraska,HAIL,870,0
2010,arkansas,LIGHTNING,37,0
2010,illinois,THUNDERSTORM / THUNDERSTORM WIND,800,1
2010,arkansas,RAIN OR WET,10,0
2010,pennsylvania,THUNDERSTORM / THUNDERSTORM WIND,479,3
2010,iowa,HAIL,528,0
2010,south dakota,THUNDERSTORM / THUNDERSTORM WIND,513,0
2010,south dakota,HAIL,542,0
2010,tennessee,FLOOD,42,16
2010,missouri,LIGHTNING,18,1
2010,new mexico,HAIL,183,0
2010,connecticut,FLOOD,30,0
2010,mississippi,WIND,15,0
2010,oklahoma,FLASH FLOOD,79,3
2010,missouri,WILDFIRE,8,0
2010,kentucky,WILDFIRE,3,0
2010,new york,COASTAL FLOOD OR EROSION / TIDE,8,0
2010,virginia,TORNADO,14,0
2010,oklahoma,WILDFIRE,3,0
2010,utah,THUNDERSTORM / THUNDERSTORM WIND,39,0
2010,minnesota,FOG,8,0
2010,new york,MARINE WIND / SWELL / SURF,13,7
2010,pennsylvania,RAIN OR WET,5,0
2010,illinois,WIND,22,0
2010,new york,RAIN OR WET,10,0
2010,virginia,COASTAL FLOOD OR EROSION / TIDE,1,0
2010,new york,LIGHTNING,15,0
2010,florida,WIND,2,0
2010,north carolina,WILDFIRE,2,0
2010,connecticut,RAIN OR WET,3,0
2010,new jersey,WILDFIRE,10,0
2010,alabama,WILDFIRE,2,0
2010,kansas,FLOOD,74,0
2010,kansas,FLASH FLOOD,164,0
2010,delaware,RAIN OR WET,1,0
2010,new jersey,MARINE WIND / SWELL / SURF,11,2
2010,massachusetts,LANDSLIDE / MUDSLIDE / ROCK SLIDE,1,0
2010,arkansas,WIND,17,1
2010,connecticut,COASTAL FLOOD OR EROSION / TIDE,1,0
2010,nevada,DUST STORM / DEVIL,4,0
2010,colorado,LANDSLIDE / MUDSLIDE / ROCK SLIDE,11,0
2010,iowa,THUNDERSTORM / THUNDERSTORM WIND,621,0
2010,maryland,HAIL,46,0
2010,colorado,HAIL,599,0
2010,maryland,THUNDERSTORM / THUNDERSTORM WIND,311,0
2010,hawaii,FLASH FLOOD,9,0
2010,colorado,TORNADO,87,0
2010,california,LIGHTNING,8,0
2010,nevada,THUNDERSTORM / THUNDERSTORM WIND,24,0
2010,montana,HAIL,346,0
2010,oregon,HAIL,51,0
2010,missouri,RAIN OR WET,9,0
2010,colorado,FLASH FLOOD,50,0
2010,pennsylvania,HAIL,178,0
2010,wisconsin,DUST STORM / DEVIL,2,0
2010,kansas,RAIN OR WET,86,0
2010,colorado,THUNDERSTORM / THUNDERSTORM WIND,121,0
2010,washington,TORNADO,8,0
2010,ohio,THUNDERSTORM / THUNDERSTORM WIND,652,3
2010,minnesota,HAIL,381,0
2010,michigan,HAIL,107,0
2010,new york,THUNDERSTORM / THUNDERSTORM WIND,454,0
2010,mississippi,LIGHTNING,17,0
2010,north dakota,HAIL,377,0
2010,kentucky,TORNADO,31,0
2010,west virginia,THUNDERSTORM / THUNDERSTORM WIND,203,1
2010,ohio,LIGHTNING,4,1
2010,wyoming,RAIN OR WET,6,0
2010,idaho,THUNDERSTORM / THUNDERSTORM WIND,79,1
2010,west virginia,LIGHTNING,2,0
2010,virginia,LIGHTNING,14,0
2010,nebraska,THUNDERSTORM / THUNDERSTORM WIND,462,0
2010,kansas,TORNADO,102,0
2010,nebraska,TORNADO,71,0
2010,idaho,HAIL,16,0
2010,illinois,TORNADO,63,1
2010,illinois,FLASH FLOOD,195,0
2010,massachusetts,LIGHTNING,28,2
2010,massachusetts,THUNDERSTORM / THUNDERSTORM WIND,204,0
2010,rhode island,HAIL,3,0
2010,michigan,THUNDERSTORM / THUNDERSTORM WIND,334,0
2010,nebraska,RAIN OR WET,44,0
2010,michigan,LIGHTNING,9,0
2010,nevada,LIGHTNING,4,0
2010,wisconsin,HAIL,192,0
2010,wisconsin,THUNDERSTORM / THUNDERSTORM WIND,423,0
2010,minnesota,THUNDERSTORM / THUNDERSTORM WIND,390,0
2010,utah,HAIL,19,0
2010,iowa,TORNADO,107,0
2010,montana,THUNDERSTORM / THUNDERSTORM WIND,161,1
2010,new york,HAIL,147,0
2010,oregon,TORNADO,5,0
2010,kentucky,WIND,36,0
2010,connecticut,THUNDERSTORM / THUNDERSTORM WIND,129,0
2010,maine,HAIL,15,0
2010,michigan,TORNADO,31,1
2010,nebraska,LIGHTNING,5,0
2010,north dakota,WIND,44,0
2010,wisconsin,WILDFIRE,5,1
2010,connecticut,HAIL,30,0
2010,oklahoma,WIND,22,0
2010,south carolina,WILDFIRE,1,0
2010,hawaii,DUST STORM / DEVIL,2,0
2010,missouri,WIND,4,0
2010,minnesota,DROUGHT,7,0
2010,oregon,THUNDERSTORM / THUNDERSTORM WIND,16,0
2010,wisconsin,TORNADO,86,0
2010,north dakota,THUNDERSTORM / THUNDERSTORM WIND,255,0
2010,delaware,THUNDERSTORM / THUNDERSTORM WIND,24,0
2010,wisconsin,LIGHTNING,26,0
2010,nevada,FOG,1,0
2010,wisconsin,WIND,35,0
2010,colorado,WILDFIRE,10,0
2010,texas,HEAT,10,4
2010,massachusetts,SURGE,1,0
2010,montana,WILDFIRE,1,0
2010,new hampshire,THUNDERSTORM / THUNDERSTORM WIND,66,0
2010,wyoming,HAIL,181,0
2010,vermont,THUNDERSTORM / THUNDERSTORM WIND,72,0
2010,montana,RAIN OR WET,25,0
2010,montana,FLASH FLOOD,16,0
2010,north dakota,TORNADO,97,1
2010,massachusetts,HAIL,43,0
2010,indiana,FLASH FLOOD,49,0
2010,montana,TORNADO,28,2
2010,maine,THUNDERSTORM / THUNDERSTORM WIND,135,0
2010,kansas,DUST STORM / DEVIL,1,0
2010,oklahoma,FLOOD,5,0
2010,new jersey,FLASH FLOOD,22,0
2010,oregon,RAIN OR WET,7,0
2010,washington,THUNDERSTORM / THUNDERSTORM WIND,15,1
2010,montana,LIGHTNING,2,0
2010,wyoming,THUNDERSTORM / THUNDERSTORM WIND,106,0
2010,nebraska,FLASH FLOOD,71,0
2010,wyoming,TORNADO,28,0
2010,kansas,LIGHTNING,14,0
2010,ohio,TORNADO,54,7
2010,michigan,FLASH FLOOD,16,0
2010,ohio,FLOOD,19,4
2010,wisconsin,FLOOD,86,0
2010,maryland,FLASH FLOOD,47,0
2010,vermont,HAIL,49,0
2010,vermont,LIGHTNING,2,0
2010,indiana,LIGHTNING,16,1
2010,alaska,HAIL,4,0
2010,south carolina,RAIN OR WET,14,0
2010,new mexico,FLASH FLOOD,72,1
2010,indiana,TORNADO,49,0
2010,south dakota,FLASH FLOOD,73,0
2010,new hampshire,HAIL,31,0
2010,connecticut,LIGHTNING,15,1
2010,alaska,FLOOD,8,0
2010,wyoming,FLASH FLOOD,11,0
2010,montana,FLOOD,4,0
2010,new mexico,TORNADO,12,0
2010,new mexico,THUNDERSTORM / THUNDERSTORM WIND,48,0
2010,iowa,RAIN OR WET,126,0
2010,wyoming,LIGHTNING,8,2
2010,new jersey,LIGHTNING,25,1
2010,minnesota,TORNADO,188,3
2010,south dakota,TORNADO,50,0
2010,delaware,LIGHTNING,1,0
2010,pennsylvania,TORNADO,32,0
2010,delaware,HAIL,9,0
2010,colorado,LIGHTNING,21,1
2010,arizona,WILDFIRE,5,0
2010,washington,RAIN OR WET,8,0
2010,illinois,HEAT,27,4
2010,ohio,WIND,7,0
2010,florida,WILDFIRE,6,1
2010,hawaii,WILDFIRE,15,0
2010,oregon,DUST STORM / DEVIL,3,0
2010,kentucky,LANDSLIDE / MUDSLIDE / ROCK SLIDE,3,0
2010,iowa,WIND,22,0
2010,texas,DUST STORM / DEVIL,1,0
2010,tennessee,HEAT,28,18
2010,louisiana,RAIN OR WET,8,0
2010,washington,DUST STORM / DEVIL,6,0
2010,alaska,WILDFIRE,1,0
2010,michigan,WILDFIRE,2,0
2010,south carolina,MARINE WIND / SWELL / SURF,4,1
2010,california,WILDFIRE,22,0
2010,michigan,DROUGHT,2,0
2010,utah,ICE / SNOW / FROST,4,0
2010,michigan,FOG,1,0
2010,north dakota,LIGHTNING,7,0
2010,alabama,RAIN OR WET,17,0
2010,wisconsin,FLASH FLOOD,66,1
2010,idaho,RAIN OR WET,8,0
2010,washington,LIGHTNING,3,0
2010,minnesota,LIGHTNING,4,0
2010,minnesota,RAIN OR WET,54,0
2010,nevada,FLOOD,5,0
2010,maryland,LIGHTNING,7,2
2010,vermont,TORNADO,3,0
2010,new york,TORNADO,21,1
2010,idaho,LIGHTNING,2,1
2010,rhode island,THUNDERSTORM / THUNDERSTORM WIND,6,0
2010,idaho,FLASH FLOOD,6,0
2010,wyoming,FLOOD,6,0
2010,alaska,THUNDERSTORM / THUNDERSTORM WIND,1,0
2010,michigan,FLOOD,7,0
2010,alaska,FLASH FLOOD,1,0
2010,utah,FLOOD,9,0
2010,oregon,FLOOD,15,0
2010,connecticut,TORNADO,11,0
2010,maine,TORNADO,9,0
2010,wisconsin,RAIN OR WET,50,0
2010,rhode island,LIGHTNING,2,0
2010,texas,TROPICAL STORM / HURRICANE / TYPHOON,12,0
2010,arkansas,HEAT,41,3
2010,indiana,HEAT,7,0
2010,washington,HAIL,13,0
2010,delaware,TORNADO,2,0
2010,new hampshire,TORNADO,1,0
2010,washington,FLASH FLOOD,8,0
2010,nevada,LANDSLIDE / MUDSLIDE / ROCK SLIDE,1,0
2010,oregon,LANDSLIDE / MUDSLIDE / ROCK SLIDE,2,0
2010,pennsylvania,HEAT,9,4
2010,alabama,HEAT,15,1
2010,oklahoma,HEAT,11,0
2010,nevada,HEAT,7,17
2010,louisiana,HEAT,7,5
2010,maryland,HEAT,8,3
2010,kansas,HEAT,18,0
2010,missouri,HEAT,31,4
2010,arkansas,LANDSLIDE / MUDSLIDE / ROCK SLIDE,1,0
2010,new jersey,HEAT,7,1
2010,mississippi,HEAT,22,4
2010,kentucky,HEAT,20,0
2010,new mexico,WILDFIRE,2,0
2010,delaware,HEAT,6,0
2010,nebraska,HEAT,10,0
2010,iowa,HEAT,9,0
2010,utah,RAIN OR WET,7,0
2010,texas,SURGE,7,0
2010,louisiana,DROUGHT,8,0
2010,michigan,MARINE WIND / SWELL / SURF,9,9
2010,arizona,HEAT,5,2
2010,maine,LIGHTNING,2,0
2010,north dakota,RAIN OR WET,6,0
2010,colorado,RAIN OR WET,24,0
2010,arizona,LIGHTNING,13,1
2010,utah,FLASH FLOOD,72,0
2010,south dakota,LIGHTNING,1,0
2010,nevada,HAIL,5,0
2010,south dakota,RAIN OR WET,7,0
2010,arizona,TORNADO,17,0
2010,massachusetts,FLASH FLOOD,3,0
2010,new mexico,RAIN OR WET,5,0
2010,new hampshire,LIGHTNING,5,0
2010,oregon,LIGHTNING,1,0
2010,new mexico,LIGHTNING,1,0
